followup1;other1;language;length;how_natural;rating_list;merged_ratings;text;number_of_reasons;max_workers;mean_rating;std_dev
7,,6,,9,,,,,,,10,,,,10,5,6,,,10;"


















";es;9;3, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 2, 4, 4, 2;4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 4, 4, 3, 4, 1;3, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 2, 4, 4, 2,4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 4, 4, 3, 4, 1;Council appointed the Division 4 Councillor John Whaley Mayor .;21;15;3.44444444444444 3;0.808683036775382 1.4638501094228
7,,,,,9,10,,10,,,,6,7,9,10,,5,7,5,10,5,10,5,9,10,,;"


















";zh;20;2, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 2, 4, 3, 2, 3, 1, 2, 4, 4;3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1;2, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 2, 4, 3, 2, 3, 1, 2, 4, 4,3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1;Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .;27;15;2.89473684210526 2.2;1.08526926996746 1.52127765851133
,7,,8,,,8,5,,8,9,,,9,,9,,5,,;"


















";en;13;4, 3, 4, 2, 4, 4, 3, 3, 4, 1, 3, 4, 4, 2, 4, 3, 4, 3, 4, 4;2, 4, 4, 1, 4, 4, 3, 4, 3, 4, 3, 4, 2, 3, 1, 4;4, 3, 4, 2, 4, 4, 3, 3, 4, 1, 3, 4, 4, 2, 4, 3, 4, 3, 4, 4,2, 4, 4, 1, 4, 4, 3, 4, 3, 4, 3, 4, 2, 3, 1, 4;Hydration , the addition of water across the double bond of alkenes , yields alcohols .;19;15;3.25 3.4;0.96732325812744 1.24211800681624
,,,,,,,,,,,,,,,,,,,;"


















";en;12;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;From 1970 to 1982 , Wellink worked at the Dutch Ministry of Finance .;19;14;3.97222222222222 3.78571428571429;0.166666666666667 0.801783725737273
6,,,5,,5,9,10,5,5,9,10,,,5,6,5,8,9,10,5,5,,,6,10,5,5;"


















";ja;20;3, 4, 4, 2, 4, 1, 2, 1, 4, 4, 1, 2, 2, 1, 2, 4, 4, 1, 1, 2;4, 1, 2, 3, 2, 2, 4, 1, 4, 1, 1, 3, 1, 2;3, 4, 4, 2, 4, 1, 2, 1, 4, 4, 1, 2, 2, 1, 2, 4, 4, 1, 1, 2,4, 1, 2, 3, 2, 2, 4, 1, 4, 1, 1, 3, 1, 2;After the investigation , he put the responsibility of the meat problem only subcontractors acquitted the vendor and his Ninian Edwards .;28;13;2.35294117647059 1.92307692307692;1.22801522399941 1.44115338424578
,10,9,5,,5,10,,9,,9,,,7,9,5,6,10,,,5,10;"


















";no;19;4, 3, 1, 1, 4, 2, 4, 2, 4, 3, 4, 4, 2, 3, 3, 2, 4, 4, 2, 3;1, 3, 4, 2, 4, 2, 3, 4, 2, 3, 3, 4, 1;4, 3, 1, 1, 4, 2, 4, 2, 4, 3, 4, 4, 2, 3, 3, 2, 4, 4, 2, 3,1, 3, 4, 2, 4, 2, 3, 4, 2, 3, 3, 4, 1;He said the state could ask the company that prepared the ship for its sinking to correct its position .;22;13;2.87878787878788 3.07692307692308;1.05349346692255 1.44115338424578
5,9,10,,9,,9,,,,,7;"








";en;25;1, 4, 3, 4, 3, 4, 4, 4, 4, 3;4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2;1, 4, 3, 4, 3, 4, 4, 4, 4, 3,4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2;Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .;12;12;3.61538461538462 3;0.752431954500768 1.47709789175199
7,,5,6,7,,9,9,,5,,5,6,,6,6,,5,10,,6,5,5,6,7;"


















";no;19;3, 4, 1, 4, 2, 3, 4, 2, 4, 3, 4, 2, 2, 4, 2, 4, 3, 2, 2, 2;2, 3, 2, 1, 3, 1, 1, 3, 3, 4, 1, 4, 1, 4, 3, 2;3, 4, 1, 4, 2, 3, 4, 2, 4, 3, 4, 2, 2, 4, 2, 4, 3, 2, 2, 2,2, 3, 2, 1, 3, 1, 1, 3, 3, 4, 1, 4, 1, 4, 3, 2;By 1305 , it was titled 183 settlers living outside the city walls and only 52 in the city's defenses .;25;12;2.63888888888889 1.75;1.07312035745638 1.35680105059994
7,8,9,9,,,6,7,11,6,10,,5,7,5,9,10,10,,,9,10,5,5,7,,5,7,10;"





doesn't really make sense in the wording












";zh;24;3, 2, 3, 4, 4, 3, 2, 2, 4, 2, 1, 3, 4, 4, 2, 2, 2, 4, 2, 3;2, 4, 3, 3, 4, 3, 2, 3, 3, 1, 3, 1, 1, 3, 1;3, 2, 3, 4, 4, 3, 2, 2, 4, 2, 1, 3, 4, 4, 2, 2, 2, 4, 2, 3,2, 4, 3, 3, 4, 3, 2, 3, 3, 1, 3, 1, 1, 3, 1;Carl's oral history by Bancroft Library at the University of California at Berkeley , was placed in his file Environmental Design , University of California , Berkeley .;29;12;2.65714285714286 2.25;0.998317913022793 1.54478595163331
,8,9,,8,9,,;"




";en;16;4, 2, 4, 3, 4, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;4, 2, 4, 3, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;He was born in Nashville , Tennessee during the height of Jesse James' career as an outlaw .;7;11;3.81818181818182 3.18181818181818;0.501081082343218 1.40129809949074
10,8,5,,5,7,,,,,,9,5,,,7,8,9,,,,5;"


















";en;25;3, 3, 3, 4, 3, 4, 4, 4, 4, 4, 2, 2, 4, 4, 3, 3, 4, 4, 4, 3;4, 1, 4, 1, 4, 3, 3, 2, 3, 1, 3, 3, 4, 4, 4, 4;3, 3, 3, 4, 3, 4, 4, 4, 4, 4, 2, 2, 4, 4, 3, 3, 4, 4, 4, 3,4, 1, 4, 1, 4, 3, 3, 2, 3, 1, 3, 3, 4, 4, 4, 4;In 1951 , the rear suspension was upgraded to the  Jampot  unit , derided for its shape in the 28 September issue of the  Motor Cycle  magazine .;22;11;3.25 3.18181818181818;0.937321411561386 1.40129809949074
5,5,,9,5,9,5,,6,7,5,6,5,9,,5,7,9,5,6,5,10,6,5,9,,6;"


















";es;21;3, 1, 4, 3, 2, 3, 1, 4, 2, 2, 2, 4, 2, 1, 2, 1, 3, 1, 4, 3;3, 1, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 4, 1;3, 1, 4, 3, 2, 3, 1, 4, 2, 2, 2, 4, 2, 1, 2, 1, 3, 1, 4, 3,3, 1, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 4, 1;In the Latin Grammy Awards in Houston, Texas, after a presentation of various accordion Latin music that touched with his song .;27;11;2.16666666666667 2.09090909090909;1.02817452659695 1.51357493732854
,,7,5,10,,5,,10,7,9,,,9,5,9,,8,,10,6;"


















";ja;15;4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 4, 2, 3, 4, 3, 4, 3, 2;3, 4, 3, 4, 4, 3, 3, 2, 4, 4, 3, 4, 4, 3, 4, 1;4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 4, 2, 3, 4, 3, 4, 3, 2,3, 4, 3, 4, 4, 3, 3, 2, 4, 4, 3, 4, 4, 3, 4, 1;About 1800 BC and later , the settlement of the area by the Germanic tribes began .;21;10;3.30555555555556 2.8;0.749073501808141 1.54919333848297
7,,,,5,6,5,6,7,9,5,11,5,5,5,5,,,,6,5,,5,6,9,;"





doesn't really make sense in the wording












";zh;20;3, 4, 4, 4, 2, 1, 1, 1, 3, 1, 2, 4, 4, 4, 1, 1, 4, 3, 2, 4;3, 3, 4, 3, 4, 3, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2;3, 4, 4, 4, 2, 1, 1, 1, 3, 1, 2, 4, 4, 4, 1, 1, 4, 3, 2, 4,3, 3, 4, 3, 4, 3, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2;ACS to do a special  fat heavy flywheel in 14T and 16T BMX with 16  teeth only 3/16 compatible chain.;25;10;2.41666666666667 2.2;1.22765746735108 1.54919333848297
5,6,6,,,6,6,,,5,6,10,,11,,5,5,6,5,,,5;"











It does not sound like a complete sentence






";no;10;2, 3, 1, 4, 4, 3, 2, 4, 4, 3, 3, 4, 3, 4, 2, 3, 3, 4, 4, 2;4, 4, 4, 4, 4, 1, 1, 2, 4, 2, 4, 3, 3, 2, 3, 2;2, 3, 1, 4, 4, 3, 2, 4, 4, 3, 3, 4, 3, 4, 2, 3, 3, 4, 4, 2,4, 4, 4, 4, 4, 1, 1, 2, 4, 2, 4, 3, 3, 2, 3, 2;All located within the Okataina caldera , along the western edge .;22;10;3.02777777777778 1.9;0.999603095836717 1.44913767461894
,,,,9,,,,,,7,,,9,,10,,,,;"


















";es;12;4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 4, 3, 4, 3, 4, 4, 4, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 4, 3, 4, 3, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Alpheias baccalis is a species of snout moths in the genus  Alpheias  .;19;10;3.79411764705882 3.4;0.538201931502558 1.26491106406735
7,9,9,10,7,,7,9,5,11,5,,5,5,9,5,7,9,,,6,7,,5,9,5,7,9,5;"





doesn't really make sense in the wording












";ja;25;3, 3, 3, 2, 4, 2, 1, 1, 4, 3, 1, 2, 4, 4, 2, 4, 1, 2, 1, 1;2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2;3, 3, 3, 2, 4, 2, 1, 1, 4, 3, 1, 2, 4, 4, 2, 4, 1, 2, 1, 1,2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2;Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .;29;10;2.27027027027027 1.9;1.14621717567563 1.44913767461894
7,9,5,9,5,9,9,10,5,9,9,9,,9,9,5,9,6,9,9,7,,10,,5,9,5,6;"


















";zh;13;2, 2, 3, 2, 1, 3, 3, 3, 4, 3, 2, 2, 2, 2, 3, 4, 3, 4, 2, 1;2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4;2, 2, 3, 2, 1, 3, 3, 3, 4, 3, 2, 2, 2, 2, 3, 4, 3, 4, 2, 1,2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4;Before digital technology became widespread for decades, the scanned data is transmitted analog .;28;10;2.36111111111111 1.6;0.86694134841251 1.26491106406735
,,,,7,8,5,,,9,10,,,,,,,,,5,;"


















";en;12;4, 4, 4, 4, 3, 3, 3, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;4, 4, 4, 4, 3, 3, 3, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;Born in New York , Pajak attended public schools in Buffalo , New York .;20;10;3.81081081081081 3.7;0.46175016319782 0.948683298050514
5,9,9,,,5,9,,,5,9,9,5,9,9,5,6,,,5,9,,9,9,5,10;"


















";zh;15;2, 3, 4, 4, 2, 4, 4, 2, 2, 2, 2, 3, 3, 4, 4, 2, 4, 2, 3, 2;4, 3, 2, 4, 1, 3, 4, 4, 1, 2, 2, 4, 2, 2, 2, 3, 1, 2;2, 3, 4, 4, 2, 4, 4, 2, 2, 2, 2, 3, 3, 4, 4, 2, 4, 2, 3, 2,4, 3, 2, 4, 1, 3, 4, 4, 1, 2, 2, 4, 2, 2, 2, 3, 1, 2;Brydan Klein and Denmark Propoggia is the defending champion , but Klein chose not to compete.;26;10;2.73684210526316 1.9;1.00496633065332 1.44913767461894
5,5,5,6,9,,6,10,,5,7,9,,5,5,5,,,,10,;"


















";ja;11;2, 2, 1, 2, 4, 2, 3, 4, 2, 3, 3, 4, 2, 3, 2, 4, 4, 4, 3, 4;1, 3, 2, 2, 2, 4, 4, 4, 4, 2, 4, 2, 2, 2, 3, 1;2, 2, 1, 2, 4, 2, 3, 4, 2, 3, 3, 4, 2, 3, 2, 4, 4, 4, 3, 4,1, 3, 2, 2, 2, 4, 4, 4, 4, 2, 4, 2, 2, 2, 3, 1;Calhoun County , Texas , Seadrift is a city of the United States .;20;10;2.77777777777778 2.2;1.0173104909125 1.54919333848297
5,9,9,,,6,9,,,9,5,5,5,6,5,6,5,6,5,6,6,9,5;"


















";zh;10;2, 3, 4, 4, 2, 4, 4, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 1, 2, 2;3, 2, 1, 3, 2, 3, 1, 2, 1, 1, 4, 4, 1, 3, 3, 3, 4, 2;2, 3, 4, 4, 2, 4, 4, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 1, 2, 2,3, 2, 1, 3, 2, 3, 1, 2, 1, 1, 4, 4, 1, 3, 3, 3, 4, 2;Clepsis illustrana is Tortricidae family of a species of moth .;23;10;2.57894736842105 1.6;0.976247059652102 1.26491106406735
9,9,,,,,10,7,8,,10,,,,9,,,,,,11;"


















Continuum";en;18;3, 3, 4, 4, 4, 4, 3, 2, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;3, 3, 4, 4, 4, 4, 3, 2, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4;Continuum didn't see a future with Kid Rock after this , and released him from his contract in 1994 .;21;10;3.74285714285714 2.5;0.505432670960188 1.58113883008419
,,5,9,10,,5,9,,,5,9,,6,9,5,10,,,9,9,,5,9,,5,7;"


















";es;10;4, 4, 2, 4, 3, 4, 4, 3, 4, 2, 3, 1, 4, 4, 3, 3, 4, 3, 4, 2;2, 1, 4, 3, 4, 4, 4, 2, 1, 2, 2, 3, 2, 3;4, 4, 2, 4, 3, 4, 4, 3, 4, 2, 3, 1, 4, 4, 3, 3, 4, 3, 4, 2,2, 1, 4, 3, 4, 4, 4, 2, 1, 2, 2, 3, 2, 3;Charles Stanley Group plc is a British management company investments.;27;9;3 2;1.0150384378451 1.5
,,,,10,10,,,,,7,10,,,,,,,,;"


















";en;18;4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;He played three seasons in the NFL , one with the Seattle Seahawks and two with the Miami Dolphins .;19;9;3.86842105263158 4;0.342569987450104 0
5,7,9,10,,,5,9,11,,,5,7,5,9,10,5,5,10,,,5,5,9,11,,5,10,7,5,5;"



The sentence makes little sense.









Too many mixed words




";ja;15;1, 3, 4, 4, 2, 4, 4, 3, 1, 1, 2, 4, 4, 3, 1, 4, 2, 3, 2, 1;1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 3;1, 3, 4, 4, 2, 4, 4, 3, 1, 1, 2, 4, 4, 3, 1, 4, 2, 3, 2, 1,1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 3;How to play  crying Tichimi  Her became the basis of the 1958 movie  Restless year  .;31;9;2.11111111111111 2.33333333333333;1.16564581187004 1.58113883008419
,5,,,9,9,7,,6,5,10,5,9,,,5,6,6,9,10,,,;"


















";ja;10;4, 2, 4, 4, 3, 2, 3, 4, 2, 3, 3, 2, 4, 4, 2, 2, 2, 4, 4, 4;4, 2, 3, 4, 2, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 3, 1;4, 2, 4, 4, 3, 2, 3, 4, 2, 3, 3, 2, 4, 4, 2, 2, 2, 4, 4, 4,4, 2, 3, 4, 2, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 3, 1;In some cases , control of the radio is called programmable .;22;9;3.13513513513514 3;0.887010026316945 1.5
10,,,9,,9,10,,,,,10,8,,7,10,6,,,,;"


















";no;14;3, 4, 4, 2, 4, 2, 4, 4, 4, 4, 3, 2, 4, 2, 3, 3, 4, 4, 4, 4;4, 3, 3, 4, 3, 3, 3, 2, 3, 4, 4, 2, 3, 1, 3;3, 4, 4, 2, 4, 2, 4, 4, 4, 4, 3, 2, 4, 2, 3, 3, 4, 4, 4, 4,4, 3, 3, 4, 3, 3, 3, 2, 3, 4, 4, 2, 3, 1, 3;It is a fully ordered triclinic modification of potassium feldspar and dimorphous with orthoclase .;20;9;3.22857142857143 3.66666666666667;0.843163311433734 1
5,10,5,9,10,,,5,9,10,,,10,5,10,6,,5,10,5,9,10,10,7,10,10,5,6,10,9,10,7;"


















";zh;17;3, 2, 4, 4, 1, 4, 4, 3, 1, 3, 3, 4, 3, 2, 3, 1, 3, 1, 2, 3;4, 3, 4, 2, 2, 2, 3, 3, 4, 2, 4, 1, 4, 2, 1, 3, 1;3, 2, 4, 4, 1, 4, 4, 3, 1, 3, 3, 4, 3, 2, 3, 1, 3, 1, 2, 3,4, 3, 4, 2, 2, 2, 3, 3, 4, 2, 4, 1, 4, 2, 1, 3, 1;It is located in the Eastern European Alps Yuelienci the Hohe Tauern mountain range to the north .;32;9;2.67567567567568 2.66666666666667;1.08151267661071 1.58113883008419
,,,,,10,6,7,9,,,9,,,,,5,10,,,;"


















";zh;18;4, 4, 4, 4, 4, 3, 3, 2, 4, 4, 3, 4, 4, 4, 4, 2, 3, 4, 4, 4;4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2;4, 4, 4, 4, 4, 3, 3, 2, 4, 4, 3, 4, 4, 4, 4, 2, 3, 4, 4, 4,4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2;Given this approach, language and literacy interventions take place continually , while strengthening the bond between parents and children .;20;8;3.63888888888889 4;0.639320075337979 0
,10,,9,5,9,,,,9,,5,7,5,,5,,,,;"

















";es;18;4, 3, 4, 2, 3, 3, 4, 4, 4, 3, 4, 3, 2, 4, 2, 4, 4, 4, 4;3, 2, 4, 3, 3, 2, 3, 1, 1, 3, 4, 3, 1, 4, 1, 2, 3;4, 3, 4, 2, 3, 3, 4, 4, 4, 3, 4, 3, 2, 4, 2, 4, 4, 4, 4,3, 2, 4, 3, 3, 2, 3, 1, 1, 3, 4, 3, 1, 4, 1, 2, 3;He said the state could ask the company that prepares the ship for sinking to correct its position .;19;8;3 3.625;1.01418510567422 1.06066017177982
7,,,,,7,7,10,7,,,7,7,10,6,10,7,9,10,7,9,7,9,7,,10;"


















";en;21;2, 4, 4, 4, 4, 2, 3, 3, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3;4, 2, 4, 2, 1, 3, 2, 3, 4, 2, 3, 4, 1, 3, 2, 4;2, 4, 4, 4, 4, 2, 3, 3, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3,4, 2, 4, 2, 1, 3, 2, 3, 4, 2, 3, 4, 1, 3, 2, 4;"He has established three international organizations ; are Sawaad-e-A’zam , Ahle Sunnat Haqeeqee and International Sunni Movement which are non-profit and non-political movements .";26;7;3 3.14285714285714;0.894427190999916 1.4638501094228
5,9,,,,,5,9,5,9,5,9,5,,7,10,7,5,5,9,5,9,5,9,10,5,5,,10;"


















";ja;14;1, 4, 4, 4, 4, 1, 3, 2, 3, 4, 1, 3, 2, 2, 3, 2, 2, 1, 4, 3;4, 4, 1, 2, 1, 1, 1, 3, 1, 1, 2, 4, 2, 1, 3, 3, 4, 3;1, 4, 4, 4, 4, 1, 3, 2, 3, 4, 1, 3, 2, 2, 3, 2, 2, 1, 4, 3,4, 4, 1, 2, 1, 1, 1, 3, 1, 1, 2, 4, 2, 1, 3, 3, 4, 3;He was survived by two daughters and predeceased, his wife , by Barbara King Forest .;29;7;2.47368421052632 2.71428571428571;1.17948321494566 1.60356745147455
,,,,,,7,,,,,,,,5,,,,,5,7;"


















";en;19;4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 2;4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4;4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 2,4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4;In his two spells for Southampton , Brown made a total of 81 appearances in all competitions , scoring 31 goals .;21;7;3.80555555555556 3.57142857142857;0.524782645860956 1.13389341902768
,7,5,10,5,7,,5,9,10,5,8,9,,5,7,9,10,5,,5,7,5,7,5,5,5,6,9,5,9,5;"


















";ja;23;4, 3, 2, 3, 4, 1, 1, 2, 4, 1, 3, 4, 1, 1, 1, 2, 2, 1, 1, 1;1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1;4, 3, 2, 3, 4, 1, 1, 2, 4, 1, 3, 4, 1, 1, 1, 2, 2, 1, 1, 1,1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1;It becomes 16T and 14T freewheel special FAT Heavy Duty BMX compatible with the March 16 is the  the teeth ACS, only chain 3/16  .;32;7;1.72222222222222 2.71428571428571;1.05860045372885 1.60356745147455
,8,,,,5,9,,5,7,9,,,,,10,7,10,,10,5,6;"


















";en;23;4, 2, 4, 4, 4, 2, 1, 4, 3, 3, 2, 4, 4, 4, 4, 3, 3, 4, 3, 2;4, 4, 3, 3, 2, 1, 2, 4, 4, 3, 2, 3, 2, 4, 1, 2, 4;4, 2, 4, 4, 4, 2, 1, 4, 3, 3, 2, 4, 4, 4, 4, 3, 3, 4, 3, 2,4, 4, 3, 3, 2, 1, 2, 4, 4, 3, 2, 3, 2, 4, 1, 2, 4;Geertz's final category of slametans , intermittently occurring and dependent on a specific situation , are somewhat less frequent and tend to be smaller affairs .;22;6;3.02702702702703 4;1.01342341941906 0
,,,,5,,,,6,,,,6,,,10,5,,,;"


















";ja;9;4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4;4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4;Haslum is a district in the municipality Baerum , Norway .;19;6;3.78947368421053 4;0.4740791778346 0
,7,7,,,,,,5,5,,,,,,,9,,,8;"


















";no;23;4, 2, 2, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3;4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4;4, 2, 2, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3,4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4;He was then transferred to Riazuddin 's Theoretical Physics Group ( TPG ) , where he had worked closely with Riazuddin in the development of nuclear weapons.;20;6;3.66666666666667 4;0.632455532033676 0
,,,,,5,9,10,5,9,6,10,,,,10,5,5,9,10,5,5,5,6,10,5,6,5,6;"


















";es;11;4, 4, 4, 4, 4, 1, 3, 2, 4, 4, 4, 3, 2, 2, 3, 2, 1, 2, 1, 1;2, 2, 2, 2, 3, 3, 1, 4, 1, 3, 1, 3, 4, 4, 1, 4, 3;4, 4, 4, 4, 4, 1, 3, 2, 4, 4, 4, 3, 2, 2, 3, 2, 1, 2, 1, 1,2, 2, 2, 2, 3, 3, 1, 4, 1, 3, 1, 3, 4, 4, 1, 4, 3;However, during these years that he learned English , Tamil and Kannada .;29;6;2.64864864864865 3;1.15989022986891 1.54919333848297
,9;"
";en;12;4, 3;4, 4, 4, 4, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4, 1, 4;4, 3,4, 4, 4, 4, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4, 1, 4;It is best known for the Puy du Fou historical theme park .;2;6;3.52631578947368 4;0.84119102419206 0
,6,7,9,,5,9,10,5,,,,,,,9,,5,9,,6,,5,9,10,11;"


















There are multiple mistakes in the sentence, in grammer, the incorrect use of a plural, and the word computer used instead of costume.";es;17;4, 2, 4, 3, 2, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 2, 4, 1, 1;3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 1, 3, 1, 2;4, 2, 4, 3, 2, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 2, 4, 1, 1,3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 1, 3, 1, 2;Gaga costumes throughout the video consists mainly of a single computer that was designed by Gianni Versace.;26;5;3.02777777777778 3.4;0.970599552886509 1.34164078649987
7,,10,,9,9,,10,,7,10,,9,10,10,,10,5,6,8,7,5,7,5;"


















";en;17;3, 4, 1, 4, 3, 3, 4, 3, 4, 2, 4, 2, 2, 4, 3, 2, 2, 2, 3, 1;3, 2, 3, 1, 3, 2, 4, 4, 1, 1, 2, 1, 3, 4, 3, 3;3, 4, 1, 4, 3, 3, 4, 3, 4, 2, 4, 2, 2, 4, 3, 2, 2, 2, 3, 1,3, 2, 3, 1, 3, 2, 4, 4, 1, 1, 2, 1, 3, 4, 3, 3;Harold` s batman Private Albert Scriven wrote to his widow Mabel on 16 September describing what happened :;24;5;2.66666666666667 2.8;1.04197614450346 1.6431676725155
,,,,,,,,9,6,7,,10,10,9,,,,,;"


















";en;20;4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4;3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 3;4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4,3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 3;It is set near the site of the pre-reformation St.Mary's Chapel and has long been associated with pagan ritual practices .;19;5;3.62162162162162 4;0.594014185733685 0
