mop;language;text;combined_rating_list;;other1_gold;followup1;other1;followup1_gold;how_natural_gold
MOP4;no;It is located in the Eastern European Alps Yuelienci the Hohe Tauern mountain range to the north .;4, 4, 4, 4, 3, 1, 3, 3, 4, 3, 3, 3, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;9;;;
MOP4;no;It is a totally ordered triclinic modification of potassium feldspar and is dimorphic with orthoclase .;4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 1, 3, 3, 4, 3, 3, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;;;;
MOP4;no;It becomes 16T and 14T freewheel special FAT Heavy Duty BMX compatible with the March 16 is the  the teeth ACS, only chain 3/16  .;4, 3, 4, 1, 4, 3, 4, 1, 1, 2, 2, 1, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;5;;;
MOP4;no;In the Federal District ) , sovereignty and national freedom ( includes federal entities of 32 of Mexico , is one of 31 states officially of Sonora ) , Sonora ( .;2, 3, 2, 3, 1, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;;;;
MOP4;no;In the comics, Ji new monsters wreak havoc across the city back to the last part of the front of the school .;4, 4, 4, 4, 3, 2, 3, 4, 2, 3, 3, 2, 3, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;5;;;
MOP4;no;In some cases , control of the radio is called programmable .;4, 2, 4, 4, 3, 2, 3, 4, 2, 3, 2, 4, 4, 2, 2, 4, 4, 4, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;5;;;
MOP4;no;In his two spells for Southampton , Brown made a total of 81 appearances in all competitions , scoring 31 goals .;4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;;;;
MOP4;no;In First Press Limited Edition comes with a special black and gold case and features are disease - Introduction and  obstacles - heaven .;3, 4, 1, 2, 4, 1, 4, 4, 3, 2, 2, 2, 4, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;7;;;
MOP4;no;In exchange for the equilibrium analysis , I die in Say's Law or derivative live its efficiency and optimization .;3, 1, 1, 1, 2, 4, 1, 4, 2, 4, 4, 3, 4, 3, 1, 3, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;7;;;
MOP4;no;In December 2009 , Panter became President of the Rambert Dance Company.;3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;;;;
MOP4;no;In Aleppo vilayet of farmland , including Maskanah, was confiscated in 1876 by the Sultan Abdulhamid II as his own personal property.;4, 4, 4, 3, 3, 4, 3, 2, 4, 3, 1, 3, 2, 4, 3, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;5;;;
MOP4;no;In 2003 the ceremonial borders were further adjusted , placing the entire Caerphilly Municipality in the ceremonial county of Gwent .;4, 2, 2, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;7;;;
MOP4;no;In 2003 , Willis Broadcasting Corp. sold the station to Starboard Broadcasting for $ 1.5 million .;3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;10;;;
MOP4;no;In 1951 , the rear suspension was upgraded to the  Jampot  unit , derided for its shape in the 28 September issue of the  Motor Cycle  magazine .;3, 3, 3, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 3, 4, 4, 4, 3, 2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4;;;9;;;
MOP4;ja;In 1917 , in his fiftieth birthday , the galleries of Paul Cassirer provided a retrospective of drawings by Kollwitz hundred .;3, 3, 4, 3, 2, 2, 4, 3, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;9;;;
MOP4;ja;Hydration , the addition of water across the double bond of alkenes , yields alcohols .;4, 3, 4, 2, 4, 4, 3, 3, 4, 1, 3, 4, 4, 2, 4, 3, 4, 3, 4, 4, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;9;;;
MOP4;ja;However, these rights and privileges ( see Dhimmitude ) , including freedom of worship and religious organization, often established in principle but seldom corresponded to reality.;4, 3, 3, 4, 4, 4, 4, 4, 4, 2, 4, 2, 2, 1, 4, 2, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;6;;;
MOP4;ja;However, during these years that he learned English , Tamil and Kannada .;4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 2, 2, 1, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;5;;;
MOP4;ja;However , these rights and privileges ( see Dhimmitude ) , including freedom of worship and religious organisation , were often established in principle but seldom corresponded to reality .;4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;5;;;
MOP4;ja;How to play  crying Tichimi  Her became the basis of the 1958 movie  Restless year  .;3, 4, 4, 4, 4, 1, 4, 4, 3, 4, 3, 2, 1, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;5;;;
MOP4;ja;How to approach the king for a post in the  Hird ;3, 3, 4, 4, 3, 3, 3, 2, 3, 4, 2, 4, 4, 4, 3, 2, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;5;;;
MOP4;ja;Hispanic or Latino of any race were 1.5 % of the population .;4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 3, 4, 3, 4, 3, 2, 4, 4, 4, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;;;;
MOP4;ja;He was then transferred to Riazuddin 's Theoretical Physics Group ( TPG ) , where he had worked closely with Riazuddin in the development of nuclear weapons.;4, 2, 2, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;5;;;
MOP4;ja;He was survived by two daughters and predeceased, his wife , by Barbara King Forest .;4, 4, 4, 4, 3, 4, 3, 2, 2, 1, 4, 3, 3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3;;;5;;;
MOP4;ja;He said the state could ask the company that prepared the ship for its sinking to correct its position .;4, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;;;;
MOP4;ja;He returned to Darlington , but was released was the Cup and the League of 49 for the club , in the summer of 2007 .;4, 4, 3, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;10;;;
MOP4;ja;He played three seasons in the NFL , one with the Seattle Seahawks and two with the Miami Dolphins .;4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;5;;;
MOP4;ja;He is the second ( 2003 ) Gulf War, the United States Marine Corps embedded .;2, 4, 4, 4, 2, 2, 4, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;7;;;
MOP4;ja;He is  discriminat ... logician and acute ...  and  attention and coolness habitual  of lawyers .;2, 3, 2, 3, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;7;;;
MOP4;ja;"He has established three international organizations ; are Sawaad-e-A�zam , Ahle Sunnat Haqeeqee and International Sunni Movement which are non-profit and non-political movements .";2, 4, 4, 4, 4, 2, 3, 4, 4, 3, 3, 3, 3, 4, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;5;;;
MOP4;ja;Haslum is a district in the municipality Baerum , Norway .;4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;5;;;
MOP4;ja;Harold` s batman Private Albert Scriven wrote to his widow Mabel on 16 September describing what happened :;3, 4, 1, 4, 3, 3, 4, 3, 4, 4, 2, 4, 3, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;10;;;
MOP4;ja;Geertz's final category of slametans , intermittently occurring and dependent on a specific situation , are somewhat less frequent and tend to be smaller affairs .;4, 2, 4, 4, 4, 2, 1, 4, 3, 3, 2, 4, 4, 4, 4, 3, 4, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3;;;8;;;
MOP4;ja;Gaga costumes throughout the video consists mainly of a single computer that was designed by Gianni Versace.;4, 4, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;7;;;
MOP4;ja;From 1970 to 1982 , Wellink worked at the Dutch Ministry of Finance .;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;9;;;
MOP4;ja;From 1961 to 1963 Jones taught at Croydon College of Art.;4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 3, 3, 4, 3, 4, 4, 4, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;9;;;
MOP4;ja;Equilibrium analysis and its derivatives of optimization and efficiency in exchange live or die with Say's law .;1, 4, 4, 4, 4, 2, 3, 3, 4, 4, 2, 3, 2, 3, 2, 4, 1, 3, 3, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;;;;
MOP4;ja;Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .;3, 4, 3, 3, 4, 2, 3, 4, 3, 1, 4, 2, 4, 3, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;;;;
MOP4;ja;Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.;4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;5;;;
MOP4;ja;Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .;2, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 2, 3, 4, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;5;;;
MOP4;ja;Each group was asked to rate both the best and worst politicians .;4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;5;;;
MOP4;ja;Dongola is in Union County , Illinois , USA village.;2, 4, 4, 3, 3, 3, 3, 2, 4, 3, 2, 2, 4, 2, 2, 2, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;;;;
MOP4;ja;Danmarks Radio has an office in the city.;4, 4, 4, 4, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1;;;10;;;
MOP4;es;Council appointed the Division 4 Councillor John Whaley Mayor .;3, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Continuum didn't see a future with Kid Rock after this , and released him from his contract in 1994 .;3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Continuous do not see the future with Kid Rock after this and released him from his contract in 1994 .;2, 2, 3, 2, 4, 3, 4, 2, 2, 4, 1, 2, 2, 2, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Clepsis illustrana is Tortricidae family of a species of moth .;3, 4, 4, 4, 4, 3, 2, 3, 3, 3, 2, 3, 2, 3, 1, 2, 2, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Clepsis illustrana is a species of moth of the Tortricidae family .;4, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;10;;;
MOP4;es;Characters , weapons and vehicles of all the factions have been released as toys or promotional materials .;4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 3, 3, 1, 4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;7;;;
MOP4;es;Carl's oral history by Bancroft Library at the University of California at Berkeley , was placed in his file Environmental Design , University of California , Berkeley .;3, 3, 4, 4, 2, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Cambodia , East Timor , Indonesia, Bangladesh , Burma, Nepal, India , Mongolia , Pakistan , Philippines , Sri Lanka , Vietnam;1, 2, 4, 2, 3, 4, 4, 3, 4, 4, 4, 1, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;7;;;
MOP4;es;Calhoun County , Texas , Seadrift is a city of the United States .;2, 2, 1, 4, 2, 3, 4, 2, 3, 3, 4, 2, 3, 2, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;By the early 770s , it appears that Offa was attempting to rule Kent directly , and a rebellion followed .;3, 3, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 2, 3, 4, 2, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;By 1305 , it was titled 183 settlers living outside the city walls and only 52 in the city's defenses .;3, 4, 4, 2, 3, 4, 2, 4, 4, 2, 2, 4, 4, 3, 2, 2, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;7;;;
MOP4;es;By 1305 , 183 settlers live in the walls of the name , but only 52 in the town's defenses.;2, 1, 4, 2, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Building of the parking lot was opened on June 1, 2013 .;3, 2, 2, 2, 2, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Brydan Klein and Denmark Propoggia is the defending champion , but Klein chose not to compete.;3, 4, 4, 4, 4, 2, 2, 2, 3, 4, 4, 4, 2, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Born in New York , Pajak attended public schools in Buffalo , New York .;4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Born in Jiangxi , he started learning guqin in his childhood .;4, 4, 4, 3, 4, 4, 4, 3, 3, 4, 4, 4, 2, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;;;;
MOP4;es;Before digital technology became widespread for decades, the scanned data is transmitted analog .;1, 3, 3, 3, 4, 3, 2, 2, 3, 4, 3, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;5;;;
MOP4;es;Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .;3, 3, 2, 4, 1, 4, 3, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2;;;10;;;
MOP4;no;Banchory is known as the gateway to Royal Deeside.;4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;7;;;
MOP4;no;At this point, Hao and Harry burst in.;4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;As of November 2013 , Murkudis is now longer with Closed due to creative differences .;3, 2, 4, 3, 4, 4, 2, 1, 3, 2, 4, 4, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;And now he is the coach of KK Bosna.;4, 4, 4, 3, 4, 3, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;and is currently held by two Labour Councillors .;3, 2, 2, 1, 2, 3, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .;4, 2, 2, 4, 3, 4, 2, 3, 4, 1, 4, 2, 4, 2, 2, 3, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;9;;;
MOP4;no;Alpheias baccalis is a species of snout moths in the genus  Alpheias  .;4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;All located within the Okataina caldera , along the western edge .;2, 3, 1, 4, 4, 3, 2, 4, 4, 3, 4, 3, 4, 2, 3, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;After the investigation, which exonerated Ninian Edwards and its suppliers, and placed the blame for the problem of meat only subcontractors.;2, 4, 4, 4, 4, 3, 3, 3, 4, 4, 3, 2, 2, 4, 2, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;6;;;
MOP4;no;ACS to do a special  fat heavy flywheel in 14T and 16T BMX with 16  teeth only 3/16 compatible chain.;3, 4, 4, 4, 1, 3, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;According to the census of 2010 , the town has a total area of ( 99.94 percent ) or is water is ( or 0.06% ) and land .;4, 4, 4, 4, 3, 4, 4, 1, 2, 3, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;According to the 2010 census , the township has a total area of , of which ( or 99.94 % ) is land and ( or 0.06 % ) is water .;4, 3, 3, 2, 4, 1, 3, 2, 2, 1, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;About 1800 BC and later , the settlement of the area by the Germanic tribes began .;4, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 4, 2, 4, 3, 4, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;A petition seeking judicial protection must be accompanied by a report from an independent auditor.;4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;A Mansion House at the lower limit of Woodway land was known as Gorway .;3, 3, 4, 4, 4, 3, 4, 3, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;A customer in a nearby art gallery jokingly suggested that the city should have a festival to celebrate the accident.;3, 4, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;1972 Great Britain captain , he was the first black captain of any British national sporting side .;2, 2, 2, 2, 4, 4, 2, 2, 3, 4, 4, 2, 1, 3, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
MOP4;no;1917 , the birthday of the fifty -year-old girlfriend , gallery of Paul Cassirer gave a retrospective of drawings of 150 by Kollwitz .;4, 4, 3, 3, 4, 2, 3, 1, 4, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;7;;;
MOP4;no; Espagne  served until June 1932 , when she was laid up .;3, 2, 4, 4, 3, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
