"X_trust","X_country","followup1","how_natural","other1","language","length","rating_list","text","number_of_reasons"
0.7403,"USA","7",1,"","no",14,"3, 3, 3, 3, 3, 1, 2, 1, 1, 4, 1, 4, 2, 1, 3, 3, 1","Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .",1
0.7307,"USA","5,9",1,"","no",14,"3, 3, 3, 3, 3, 1, 2, 1, 1, 4, 1, 4, 2, 1, 3, 3, 1","Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .",2
0.6281,"USA","7",1,"","no",14,"3, 3, 3, 3, 3, 1, 2, 1, 1, 4, 1, 4, 2, 1, 3, 3, 1","Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .",1
0.3859,"USA","",4,"","no",14,"3, 3, 3, 3, 3, 1, 2, 1, 1, 4, 1, 4, 2, 1, 3, 3, 1","Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .",0
0.7378,"USA","7",1,"","no",14,"3, 3, 3, 3, 3, 1, 2, 1, 1, 4, 1, 4, 2, 1, 3, 3, 1","Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .",1
0.7963,"USA","",4,"","no",14,"3, 3, 3, 3, 3, 1, 2, 1, 1, 4, 1, 4, 2, 1, 3, 3, 1","Also in that eight - create league were Joe DiMaggio , Joe Gordon, and Stan Musial .",0
0.9567,"USA","",4,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",0
0.9652,"USA","5",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",1
0.8504,"USA","8,9",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.6586,"USA","",4,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",0
0.772,"GBR","6,10",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.4864,"USA","",4,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",0
0.7099,"USA","5,9",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.8245,"USA","5",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",1
0.7116,"CAN","6",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",1
0.7248,"CAN","6,8",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.7853,"USA","5,6",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.7616,"USA","9",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",1
0.6764,"USA","6,10",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.7307,"USA","5,8,9,10",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",4
0.8441,"USA","6",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",1
0.4558,"USA","",4,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",0
0.4407,"USA","",4,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",0
0.3859,"USA","",4,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",0
0.5386,"GBR","6",1,"","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",1
0.7337,"CAN","5,11",1,"Sentence fragment","en",8,"2, 3, 4, 2, 1, 4, 3, 2, 4, 1, 2, 1, 3, 4, 3, 4, 1, 2","and is currently held by two Labour Councillors .",2
0.9567,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.9652,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.8504,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.772,"GBR","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.7099,"USA","5",1,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",1
0.7116,"CAN","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.7248,"CAN","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.7853,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.6764,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.7307,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.4558,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.4407,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.5386,"GBR","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.3859,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.7337,"CAN","7",1,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",1
0.6597,"USA","",4,"","no",9,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3","And now he is the coach of KK Bosna.",0
0.9567,"USA","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.9652,"USA","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.8504,"USA","8,9",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",2
0.772,"GBR","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.4864,"USA","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.7099,"USA","8",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",1
0.8245,"USA","9",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",1
0.7116,"CAN","6,7,10",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",3
0.7248,"CAN","6,8,11",1,"spelling mistake = capitalization of a word that didn't need to be capitalized","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",3
0.7853,"USA","5,6,11",1,"wrong words","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",3
0.7616,"USA","8,9,10",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",3
0.6764,"USA","5,6,9,10",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",4
0.7307,"USA","5,9",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",2
0.8441,"USA","8,9,10",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",3
0.4558,"USA","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.4407,"USA","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.3859,"USA","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.5386,"GBR","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.7337,"CAN","",4,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",0
0.6597,"USA","9",1,"","en",14,"4, 4, 1, 3, 2, 1, 4, 2, 1, 2, 4, 2, 4, 2","As of November 2013 , Murkudis is now longer with Closed due to creative differences .",1
0.9567,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.9652,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.9524,"GBR","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.8504,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.6586,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.4864,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.772,"GBR","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7099,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7693,"CAN","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.8245,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7116,"CAN","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7062,"CAN","5,11",1,"It is verbose","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",2
0.8275,"GBR","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7248,"CAN","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7853,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.787,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.8422,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.7616,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.8889,"USA","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.9,"GBR","",4,"","es",9,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Banchory is known as the gateway to Royal Deeside.",0
0.9567,"USA","",4,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",0
0.9652,"USA","",4,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",0
0.8504,"USA","8,9",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",2
0.772,"GBR","10",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",1
0.7099,"USA","5,6,9",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",3
0.7116,"CAN","10",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",1
0.7248,"CAN","6,10",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",2
0.7853,"USA","6,10",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",2
0.6764,"USA","5,6,7,10",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",4
0.7307,"USA","7,9",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",2
0.4558,"USA","",4,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",0
0.4407,"USA","",4,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",0
0.5386,"GBR","",4,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",0
0.7337,"CAN","10",1,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",1
0.6597,"USA","",4,"","ja",21,"3, 3, 3, 1, 1, 1, 4, 2, 3, 1, 2, 3, 3, 1","Based on the relational algebra , relational database model , introduced a Structured Query Language (SQL) that does not depend on the programming language .",0
0.9652,"USA","",4,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",0
0.9567,"USA","",4,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",0
0.8504,"USA","9,10",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",2
0.772,"GBR","5,6",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",2
0.7099,"USA","",4,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",0
0.7116,"CAN","9",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",1
0.7248,"CAN","5,9",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",2
0.7853,"USA","5",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",1
0.6764,"USA","5,6,7,10",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",4
0.7307,"USA","5,9,10",1,"","ja",25,"2, 2, 1, 3, 1, 2, 3, 2, 4, 1, 4, 1, 2, 4, 1, 1, 2","Because she had finished constitute enough material for two albums already , she was submitted to them at a meeting for planning the debut of her .",3
0.9652,"USA","",4,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",0
0.9567,"USA","",4,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",0
0.8504,"USA","8,9",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",2
0.772,"GBR","9",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",1
0.7099,"USA","9,11",1,"""Is"" should be ""ws"".","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",2
0.7116,"CAN","9",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",1
0.7248,"CAN","9",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",1
0.7853,"USA","6",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",1
0.6764,"USA","5,6,7,9",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",4
0.7307,"USA","6,9",1,"","zh",13,"2, 2, 2, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 4","Before digital technology became widespread for decades, the scanned data is transmitted analog .",2
0.9567,"USA","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.9652,"USA","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.8504,"USA","8,9",1,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",2
0.772,"GBR","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.7099,"USA","7",1,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",1
0.7116,"CAN","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.7248,"CAN","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.7853,"USA","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.6764,"USA","6,10",1,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",2
0.7307,"USA","5,7,9,10",1,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",4
0.7337,"CAN","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
0.6597,"USA","",4,"","en",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2","Bill S. Johnson ( 5 January 1886 – 5 October 1964 ) was an Australian rules footballer who played for Essendon and Carlton in the Victorian Football League (VFL ) .",0
1,"USA","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.881,"USA","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.8254,"GBR","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.5833,"GBR","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.9567,"USA","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.9652,"USA","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.8844,"CAN","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.9524,"GBR","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.8504,"USA","9",1,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",1
0.8403,"CAN","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.6713,"GBR","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
0.6586,"USA","",4,"","en",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Born in Jiangxi , he started learning guqin in his childhood .",0
