"MOP","language","text","length","rating_list","mean_rating","worker_1","worker_2","worker_3","worker_4","worker_5","worker_6","worker_7","worker_8","worker_9","worker_10","worker_11","worker_12","worker_13","worker_14","worker_15","worker_16","worker_17","worker_18","worker_19","worker_20","max_workers","std_dev","std_dev_4","std_dev_8","std_dev_12","std_dev_dropoff"
"MOP4","en","He played three seasons in the NFL , one with the Seattle Seahawks and two with the Miami Dolphins .",18,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3",3.94444444444,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,18,0.235702260395516,0,0,0,0.235702260395516
"MOP4","en","The tail of a traditional lionhead can be fully separated , partially separated , or webbed .",14,"4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 4",3.76470588235,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,,,,17,0.437237316097603,0.5,0.353553390593274,0.389249472080761,0.0205003921194604
"MOP4","en","Equilibrium analysis and its derivatives of optimization and efficiency in exchange live or die with Say's law .",17,"2, 4, 4, 1, 1, 1, 3, 2, 3, 4, 3, 3, 3, 2, 3, 2, 2, 4",2.61111111111,2,4,4,1,1,1,3,2,3,4,3,3,3,2,3,2,2,4,,,18,1.03690086251908,1.5,1.28173988892331,1.16450015288132,0.00612445611466406
"MOP4","en","Seadrift is a city in Calhoun County , Texas , United States .",10,"3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4",3.8125,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,,,,,16,0.403112887414928,0.577350269189626,0.462910049886276,0.452267016866645,0.0227024262113926
"MOP4","en","In it Mayr uses in a creative manner the historical sources of which he has excellent knowledge .",17,"3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 2, 2",3.08333333333,3,4,4,3,3,3,3,4,3,3,2,2,,,,,,,,,12,0.668557923421521,0.577350269189626,0.517549169506766,0.668557923421521,0.185512031881873
"MOP4","en","As a result of this , the agency started expanding its operations and working with clients based in Dubai , Qatar , Egypt , Syria and Saudi Arabia .",24,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,17,0,0,0,0,0
"MOP4","en","The area of a regular decagon is : ( with  t  = edge length )",11,"3, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3, 1, 3, 1, 2, 3, 2, 4",2.38888888889,3,2,3,2,2,2,2,3,2,3,3,1,3,1,2,3,2,4,,,18,0.777544316035229,0.577350269189626,0.517549169506766,0.65133894727893,0.0733899768926425
"MOP4","en","TVP Opole is one of the regional branches of the TVP , Poland's public television broadcaster .",15,"4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4",3.8125,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,,,,,16,0.403112887414928,0.577350269189626,0.462910049886276,0.452267016866645,0.0227024262113926
"MOP4","en","Pennington published the book   ( 2003 ) , a do-it-yourself guide on home improvement .",11,"4, 3, 4, 1, 4, 4, 3, 4, 3, 4, 1, 3, 3, 3",3.14285714286,4,3,4,1,4,4,3,4,3,4,1,3,3,3,,,,,,,14,1.02710518202619,1.4142135623731,1.06066017177982,1.11464085804543,0.0875356760192345
"MOP4","en","On the 7 May 2013 , Burton announced that he would be retiring from International rugby .",15,"4, 3, 4, 4, 3, 4, 2, 4, 3, 4, 3, 4, 4, 3, 4",3.53333333333,4,3,4,4,3,4,2,4,3,4,3,4,4,3,4,,,,,,15,0.639940473422184,0.5,0.755928946018454,0.674199862463242,0.0202848183513403
"MOP4","en","At age 19 , he was the youngest Candidate since Bobby Fischer , who was 15 when he qualified in 1958 .",19,"3, 2, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 3, 4, 4",3.53333333333,3,2,4,4,3,3,4,3,4,4,4,4,3,4,4,,,,,,15,0.639940473422184,0.957427107756338,0.707106781186548,0.674199862463242,0.0202848183513403
"MOP4","en","It was released in March 2014 by Razor & Tie in North America and by Cooking Vinyl in Europe .",18,"4, 4, 3, 4, 4, 1, 4, 3, 3, 2, 4, 2, 4, 4, 4, 4, 3",3.35294117647,4,4,3,4,4,1,4,3,3,2,4,2,4,4,4,4,3,,,,17,0.931475742477242,0.5,1.06066017177982,1.02985730108887,0.0444243304712911
"MOP4","en","At the time when it was first released , it adopted contemporary technologies like Controller Area Network .",16,"3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4",3.64705882353,3,4,3,3,4,4,4,4,3,4,4,3,3,4,4,4,4,,,,17,0.492592183071889,0.5,0.517549169506766,0.514928650544437,0.014500369765221
"MOP4","en"," Espagne  served until June 1932 , when she was laid up .",10,"4, 4, 3, 4, 3, 2, 4, 2, 4, 4, 3, 4, 3, 4, 1, 3",3.25,4,4,3,4,3,2,4,2,4,4,3,4,3,4,1,3,,,,,16,0.930949336251263,0.5,0.886405260427918,0.792961461098759,0.175020390232808
"MOP4","en","The mall features over 20 anchors and over 200 specialty retailers , as well as a variety of theme restaurants , casual dining and cutting-edge entertainment venues .",25,"4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4",3.8125,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,,,,,16,0.403112887414928,0.5,0.353553390593274,0.389249472080761,0.0399763678136461
"MOP4","en","Captaining Great Britain in 1972 , he was the first black captain of any British national sporting side .",17,"4, 2, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 3",3.33333333333,4,2,3,3,4,3,3,3,3,4,3,3,3,4,4,4,4,3,,,18,0.594088525786005,0.816496580927726,0.640869944461656,0.577350269189626,0.00799120315361024
"MOP4","en","He was later deported to Japan but released on a technicality .",11,"4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 3",3.8125,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,,,,,16,0.403112887414928,0.5,0.353553390593274,0.389249472080761,0.0399763678136461
"MOP4","en","This menu will allow you to quickly navigate from menu to menu , join clubs , race , and perform many other activities within the game .",23,"3, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 4, 3, 4, 4, 3",3.625,3,4,4,3,4,4,3,4,3,4,4,4,3,4,4,3,,,,,16,0.5,0.577350269189626,0.517549169506766,0.492365963917331,0.0027548419011531
"MOP4","en","Led by Oshawa Mayor John Gray , the Generals were able to call a new arena in downtown Oshawa their home .",20,"4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4",3.69230769231,4,3,3,3,4,4,4,3,4,4,4,4,4,,,,,,,,13,0.480384461415261,0.5,0.534522483824849,0.492365963917331,0.0241405176942516
"MOP4","en","Either German or French is obligatory and taught at all grades as a second foreign language .",16,"3, 3, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4",3.70588235294,3,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,,,,17,0.469668218313862,0.577350269189626,0.517549169506766,0.514928650544437,0.0182818181604045
"MOP4","en","A list of populated places in the Shetland Islands :",9,"4, 3, 4, 4, 4, 1, 3, 2, 4, 3, 4, 4, 2, 3, 3, 4",3.25,4,3,4,4,4,1,3,2,4,3,4,4,2,3,3,4,,,,,16,0.930949336251263,0.5,1.1259916264596,0.984731927834662,0.0440119196709664
"MOP4","en","These cylinders typically contain (atmospheric ) breathing air , or an oxygen-enriched air mix .",11,"4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",3.94117647059,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,,,,17,0.242535625036333,0,0.353553390593274,0.288675134594813,0.0156632647108281
"MOP4","en","He made just two appearances for MC Alger before leaving the club .",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,15,0,0,0,0,0
"MOP4","en","The Anglo-Saxon building was originally 34 feet wide by 38 feet long , and was probably divided into two rooms .",19,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,17,0,0,0,0,0
"MOP4","en","In effect gene conversion causes the DNA sequences to  clump together  within a species and by doing so creates the natural boundaries between species .",24,"3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 2, 3, 3, 4",3.5625,3,4,4,4,4,4,3,4,4,4,4,3,2,3,3,4,,,,,16,0.629152869605896,0.5,0.462910049886276,0.452267016866645,0.0170533030529683
"MOP4","en","Slightly more complex hardwood block pallets , plastic pallets and metal pallets can be lifted from all four sides .",18,"4, 4, 4, 3, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4",3.75,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,,,,,16,0.447213595499958,0.5,0.462910049886276,0.492365963917331,0.0215936354385375
"MOP4","en","He had been MP here since holding the seat in 1929 .",11,"4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 3, 4, 4, 3, 2, 3",3.5,4,4,4,4,4,4,3,4,2,4,3,4,4,3,2,3,,,,,16,0.730296743340221,0,0.353553390593274,0.65133894727893,0.0969730495635706
"MOP4","en","Born in New York , Pajak attended public schools in Buffalo , New York .",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3",3.94117647059,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,,17,0.242535625036333,0,0,0,0.242535625036333
"MOP4","en","His music and art has no specific genre but is sometimes referred to as Horrorpunk .",15,"4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4",3.93333333333,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,,,,,,15,0.258198889747161,0,0.353553390593274,0.288675134594813,0.0191512083654535
"MOP4","en","The southern boundary was the street now called Holborn , the western boundary was Leather Lane .",15,"4, 4, 4, 4, 2, 3, 4, 4, 3, 4, 4, 3, 4, 4, 3, 3",3.5625,4,4,4,4,2,3,4,4,3,4,4,3,4,4,3,3,,,,,16,0.629152869605896,0,0.744023809142845,0.668557923421521,0.00417082417075509
"MOP4","en","Given a uniform swing to the opposition or government parties in an election , the number of seats that change hands can be predicted .",23,"4, 2, 4, 2, 3, 2, 3, 4, 3, 3, 4, 4, 4, 3, 4, 4, 3, 2, 4",3.26315789474,4,2,4,2,3,2,3,4,3,3,4,4,4,3,4,4,3,2,4,,19,0.805681579172283,1.15470053837925,0.925820099772551,0.834847109936722,0.0339379460309933
"MOP4","en","Koenig reminds her she should be grateful for curing the boy .",11,"4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 3, 4",3.72222222222,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,3,4,,,18,0.460888598962477,0.577350269189626,0.462910049886276,0.452267016866645,0.0136750034625189
"MOP4","en","Another method is the plunger lift mechanism which utilizes the tubing string as the barrel .",15,"4, 3, 2, 4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4",3.6,4,3,2,4,3,3,4,4,3,4,4,4,4,4,4,,,,,,15,0.632455532033676,0.957427107756338,0.744023809142845,0.674199862463242,0.0277697597398489
"MOP4","en","In 1924 she obtained a second prize for comedy , and in 1925 won a first prize in tragedy .",18,"4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3",3.75,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,,,,,16,0.447213595499958,0,0,0.389249472080761,0.0213982818736378
"MOP4","en","The cultivable lands of the Aleppo Vilayet , including Maskanah , were confiscated in 1876 by Sultan Abdulhamid II as his own personal property .",22,"4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4",3.86666666667,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,,,,,,15,0.351865775274498,0,0,0.288675134594813,0.0745156771618838
"MOP4","en","These aircraft will replace the 737-700 , 737-800 and 737-900ER , respectively .",10,"4, 4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4",3.8125,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,,,,,16,0.543905629069357,0.5,0.353553390593274,0.621581560508061,0.0350285944524821
"MOP4","en","Additionally , it has hosted the FIBT World Championships ( bobsleigh and skeleton racing ) a record 21 times .",16,"3, 4, 2, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 2, 4, 3",3.5,3,4,2,4,3,4,4,4,3,4,4,4,4,2,4,3,,,,,16,0.730296743340221,0.957427107756338,0.755928946018454,0.668557923421521,0.0292577819725285
"MOP4","en","In 1951 , the rear suspension was upgraded to the  Jampot  unit , derided for its shape in the 28 September issue of the  Motor Cycle  magazine .",25,"4, 1, 4, 1, 4, 3, 3, 2, 3, 1, 3, 3, 4, 4, 4, 4",3,4,1,4,1,4,3,3,2,3,1,3,3,4,4,4,4,,,,,16,1.15470053837925,1.73205080756888,1.28173988892331,1.15470053837925,0.0126200528198255
"MOP4","en","The First are separated into two philosophically-divided groups , House Dexter and House Sinister .",13,"4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3",3.8,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,,,,,,15,0.414039335605413,0,0,0.389249472080761,0.0385055275060071
"MOP4","en","Gmina Lwówek is an urban-rural gmina (administrative district ) in Nowy Tomyśl County , Greater Poland Voivodeship , in west-central Poland .",17,"3, 3, 4, 3, 1, 2, 3, 4, 4, 2, 4, 4, 3, 4, 2, 3, 2",3,3,3,4,3,1,2,3,4,4,2,4,4,3,4,2,3,2,,,,17,0.935414346693485,0.5,0.991031208965115,0.996204919895622,0.0257357580297696
"MOP4","en","The development of early children's literature , before printing was invented , is difficult to trace .",14,"4, 4, 4, 3, 4, 3, 4, 4, 4, 3, 4, 4",3.75,4,4,4,3,4,3,4,4,4,3,4,4,,,,,,,,,12,0.452267016866645,0.5,0.462910049886276,0.452267016866645,0.0307788746730025
"MOP4","en","They got off to a rough start , but they patched it up .",12,"4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3",3.82352941176,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,,,,17,0.392952623996688,0,0.353553390593274,0.288675134594813,0.0410868487221895
"MOP4","en","The song was released with the album on May 13 , 2009 .",11,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4",3.82352941176,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,,,,17,0.392952623996688,0.5,0.353553390593274,0.288675134594813,0.0210867116087246
"MOP4","en","At the end of each day , the accounts are tallied and each artisan takes home his/her earnings .",17,"4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4",3.86666666667,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,,,,,,15,0.351865775274498,0,0.353553390593274,0.389249472080761,0.023668032824907
"MOP4","en","The doctrine fuses Israeli counter-terrorist tactics with the Fixing Broken Windows theories advanced by criminologist George L. Kelling and social scientist James Q . Wilson .",24,"3, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4",3.5625,3,4,3,4,3,4,3,4,4,4,4,3,4,3,3,4,,,,,16,0.51234753829798,0.577350269189626,0.534522483824849,0.514928650544437,0.00120505271511551
"MOP4","en","Kevin Adams' book , North Carolina Waterfalls , lists the height as  about 45 ft ( 17 m ) high .",16,"4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4",3.5625,4,4,4,3,4,3,4,4,4,4,3,3,3,3,3,4,,,,,16,0.51234753829798,0.5,0.462910049886276,0.492365963917331,0.00120505271511551
"MOP4","en","The reviews were formally brought to an end in 1967 by the Local Government ( Termination of Reviews ) Act 1967 , which dissolved the Commission .",23,"4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 3, 1, 4",3.5,4,4,4,3,4,4,3,3,4,4,4,3,1,4,,,,,,,14,0.85485041426511,0.5,0.517549169506766,0.492365963917331,0.362484450347779
"MOP4","en","Walker is portrayed by Cameron Mitchell as a supporting character in the 1985 film  Prince Jack .",16,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4",3.8125,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,,,,,16,0.543905629069357,0,0,0.288675134594813,0.0350285944524821
"MOP4","en","Kikaya is the son of Ambassador Kikaya bin Karubi , a former Information Minister of the Congo , and a former Special Assistant to President Joseph Kabila .",25,"4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 3, 4, 3, 3",3.66666666667,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,3,3,,,18,0.485071250072666,0,0.353553390593274,0.452267016866645,0.037857654572708
"MOP4","en","Upon graduating , she worked as a correspondent for the local newspaper ,  The Soviet Zhitomirshchina , for 13 years .",17,"4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 3, 4",3.73684210526,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,3,3,4,,19,0.561951486949016,0,0.353553390593274,0.288675134594813,0.000344227589370805
"MOP4","en","The split has garnered much publicity , and was even featured in  Rolling Stone 's list of  The 10 Messiest Band Breakups  .",20,"4, 4, 4, 4, 4, 4, 1, 4, 3, 4, 4, 4, 4, 4, 4",3.73333333333,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,,,,,,15,0.79880863671798,0,1.06066017177982,0.887625364598595,0.0560417775471301
"MOP4","en","Engaged in long-range strategic bombardment of enemy targets in Occupied Europe and Nazi Germany , attacking transportation , industrial , Oil Industry and other targets as directed .",24,"2, 2, 2, 3, 1, 2, 3, 1, 3, 2, 2, 3, 3, 3, 1, 3, 1",2.17647058824,2,2,2,3,1,2,3,1,3,2,2,3,3,3,1,3,1,,,,17,0.808957208204416,0.5,0.755928946018454,0.717740562565273,0.0343605389629323
"MOP4","en","Randonneuring is a style of bicycle riding that requires covering long-distances within a generously allotted time period of almost continuous riding .",21,"4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 3",3.65,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,4,3,4,3,20,0.489360484929593,0,0.462910049886276,0.452267016866645,0.00428923485692695
"MOP4","en","Liu Bei's territories in southern Jing Province were guarded by Guan Yu while Lü Meng was in charge of Sun Quan's .",21,"4, 3, 4, 2, 4, 4, 4, 3, 4, 4, 4, 3, 3, 2",3.42857142857,4,3,4,2,4,4,4,3,4,4,4,3,3,2,,,,,,,14,0.755928946018454,0.957427107756338,0.755928946018454,0.668557923421521,0.087371022596933
"MOP4","en","At the Latin Grammy Awards in Houston , Texas , after a presentation of various accordions in Latin music that touched it with her song .",23,"2, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1",1.66666666667,2,3,2,2,2,2,2,1,1,1,1,2,1,2,1,,,,,,15,0.617213399848368,0.5,0.534522483824849,0.621581560508061,0.0132117721077476
"MOP4","en","ACS makes a special FAT  heavy duty BMX freewheel in 14T and 16T with 3/16  teeth compatible only with 3/16  chains .",20,"2, 3, 4, 2, 1, 3, 2, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4",3.23529411765,2,3,4,2,1,3,2,4,3,4,4,4,4,4,4,3,4,,,,17,0.970142500145332,0.957427107756338,1.06066017177982,1.04446593573419,0.0440426055288881
"MOP4","en","In August 8 of year 2006 he was appointed Chief Mufti of Uzbekistan .",13,"3, 4, 3, 4, 2, 3, 2, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2",3,3,4,3,4,2,3,2,3,4,2,4,3,4,3,3,2,2,,,,17,0.790569415042095,0.577350269189626,0.755928946018454,0.792961461098759,0.0473460620848883
"MOP4","en","Jason Stewart ( born 1971 ) is an American film and television editor best known for his work on independent films and reality television .",22,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,13,0,0,0,0,0
"MOP4","en","Antoine ( Ton ) Boot ( born October 16 , 1940 ) is a Dutch retired professional basketball coach and player .",16,"3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 4",3.5,3,3,4,4,4,4,3,4,3,4,3,4,3,3,3,4,,,,,16,0.516397779494322,0.577350269189626,0.517549169506766,0.514928650544437,0.00247674216844862
"MOP4","en","During other periods , particularly from 1939 to 1954 , rabbis' tenures were very short , often a year or less .",18,"3, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4",3.76470588235,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,,,,17,0.437237316097603,0.577350269189626,0.462910049886276,0.492365963917331,0.0205003921194604
"MOP4","en","With Huxley , he started working on an actin/myosin/ATP model for molecular motors , proposing that myosin would ratchet actin and exert a stroke .",22,"3, 3, 2, 2, 4, 3, 2, 4, 3, 3, 4, 3, 3, 4, 3, 3",3.0625,3,3,2,2,4,3,2,4,3,3,4,3,3,4,3,3,,,,,16,0.680073525436772,0.577350269189626,0.83452296039628,0.738548945875996,0.0499723861105996
"MOP4","en","Fire for effect was usually in successive bursts of 8 to 10 rounds .",13,"4, 2, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 3",3.5,4,2,4,4,4,3,4,3,3,3,4,4,4,3,4,4,3,3,,,18,0.618346942400842,1,0.755928946018454,0.674199862463242,0.0108059272050535
"MOP4","en","In 1917 , on her fiftieth birthday , the galleries of Paul Cassirer provided a retrospective exhibition of one hundred and fifty drawings by Kollwitz .",23,"4, 3, 4, 3, 4, 3, 2, 3, 4, 3, 4, 4, 4, 4, 3, 3, 4",3.47058823529,4,3,4,3,4,3,2,3,4,3,4,4,4,4,3,3,4,,,,17,0.624264272846798,0.577350269189626,0.707106781186548,0.668557923421521,0.0156762005753867
"MOP4","en","Its main industry is tourism and it is visited by many people each summer .",14,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4",3.94444444444,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,,,18,0.235702260395516,0,0,0.288675134594813,0.0142977396044842
"MOP4","en","Other prizes instituted included the Major Allen Prize for “excellence of character” , with the entire school voting to determine the winner .",20,"4, 4, 4, 3, 4, 3, 4, 3, 2, 4, 4, 2, 4",3.46153846154,4,4,4,3,4,3,4,3,2,4,4,2,4,,,,,,,,13,0.776250025806185,0.5,0.517549169506766,0.792961461098759,0.0886983748538561
"MOP4","en","However , these rights and privileges ( see Dhimmitude ) , including freedom of worship and religious organisation , were often established in principle but seldom corresponded to reality .",24,"4, 3, 4, 4, 3, 3, 4, 2, 4, 4, 3, 4, 4, 3, 4, 4, 3",3.52941176471,4,3,4,4,3,3,4,2,4,4,3,4,4,3,4,4,3,,,,17,0.624264272846798,0.5,0.744023809142845,0.674199862463242,0.0156762005753867
"MOP4","en","A customer in a nearby art gallery jokingly suggested that the city should hold a festival to celebrate the crash .",20,"4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3",3.875,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,,,,,16,0.341565025531987,0,0,0.288675134594813,0.0743037836195622
"MOP4","en","For example , one of its standard letters includes the phrase :  OFFICIAL WARNING : WE HAVE",14,"3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 1, 3, 4, 4, 2, 3",2.6875,3,3,2,3,3,3,2,3,2,2,1,3,4,4,2,3,,,,,16,0.79320026895272,0.5,0.462910049886276,0.674199862463242,0.0322200369028375
"MOP4","en","The siliciclastics are quartz and vary in color from white to light olive gray .",14,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4",3.88235294118,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,,,,17,0.332105582077536,0,0,0.288675134594813,0.0739066923303746
"MOP4","en","He feuded with Mike Enos until it folded shortly after in 2001 .",12,"2, 4, 3, 4, 4, 4, 2, 3, 3, 4, 4, 3, 4, 3, 4, 4",3.4375,2,4,3,4,4,4,2,3,3,4,4,3,4,3,4,4,,,,,16,0.727438428093173,0.957427107756338,0.886405260427918,0.778498944161523,0.0175079155753188
"MOP4","en","Horace Mann Arts and Sciences Magnet Middle School is a magnet middle school located in Little Rock , Arkansas , USA .",19,"4, 2, 3, 4, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 2, 4, 4, 3",3.5,4,2,3,4,4,4,4,4,3,4,3,3,4,4,2,4,4,3,,,18,0.707106781186548,0.957427107756338,0.744023809142845,0.674199862463242,0.0231899621536739
"MOP4","en","The 305th Bombardment Wing lost all of its bomber units in 1970 when SAC underwent a major reorganization .",18,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3",3.77777777778,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,,,18,0.427792631946499,0.5,0.353553390593274,0.389249472080761,0.0246797445315711
"MOP4","en","The Boeing 707's wreckage was found from Caracas .",8,"4, 3, 3, 4, 2, 2, 4, 3, 3, 2, 3, 3, 3, 4, 3",3.06666666667,4,3,3,4,2,2,4,3,3,2,3,3,3,4,3,,,,,,15,0.703731550548997,0.577350269189626,0.83452296039628,0.738548945875996,0.00337523063755074
"MOP4","en","However , the bus route was omitted from a TfL map shortly after it was saved , raising the ire of North Kingston residents .",22,"3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 2, 2, 2",3.38888888889,3,4,4,3,4,4,4,4,3,4,3,3,4,4,4,2,2,2,,,18,0.777544316035229,0.577350269189626,0.462910049886276,0.514928650544437,0.148391446429334
"MOP4","en","Prensa Libre is a Guatemalan newspaper published in Guatemala City by  Prensa Libre , S.A .  and distributed nationwide .",17,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,15,0,0,0,0,0
"MOP4","en","All 600 models had 3-synchro ( no synchro on 1st ) 4-speed transaxles .",11,"4, 2, 3, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 4, 2, 3, 3, 3",3.27777777778,4,2,3,4,3,3,4,4,4,4,3,2,4,4,2,3,3,3,,,18,0.751903901522118,0.957427107756338,0.744023809142845,0.778498944161523,0.0412963674306015
"MOP4","en","Inflation rendered these stamps useless for mailing by April 1944 ; they were withdrawn from circulation in July .",17,"4, 3, 4, 2, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2",3.61111111111,4,3,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,2,,,18,0.697802339187225,0.957427107756338,0.755928946018454,0.65133894727893,0.0957226102476104
"MOP4","en","It has been designated by English Heritage as a Grade II * listed building .",13,"4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4",3.76470588235,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,,,,17,0.437237316097603,0.5,0.353553390593274,0.492365963917331,0.0205003921194604
